education,group,cgpa,skill,interest_area,work_preference,career
Bachelor's,Arts/Humanities,80,Content Writing,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,99,Content Writing,Arts & Media,Remote,Marketing Executive
Bachelor's,Arts/Humanities,73,Journalism,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,78,Content Writing,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,96,Media Production,Arts & Media,Remote,Marketing Executive
Bachelor's,Arts/Humanities,83,Journalism,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,84,Journalism,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,63,Media Production,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,62,Content Writing,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,75,Content Writing,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,71,Journalism,Arts & Media,Office,Marketing Executive
Bachelor's,Arts/Humanities,66,Content Writing,Arts & Media,Remote,Marketing Executive
Bachelor's,Law,76,Case Analysis,Education & Research,Office,Lawyer
Bachelor's,Law,75,Criminal Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,91,Case Analysis,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,77,Legal Research,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,85,Contract Law,Education & Research,Office,Lawyer
Bachelor's,Law,99,Case Analysis,Education & Research,Office,Lawyer
Bachelor's,Law,93,Contract Law,Education & Research,Office,Lawyer
Bachelor's,Law,82,Case Analysis,Education & Research,Office,Lawyer
Bachelor's,Law,82,Criminal Law,Education & Research,Office,Lawyer
Bachelor's,Law,90,Criminal Law,Education & Research,Office,Lawyer
Bachelor's,Law,99,Criminal Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,77,Contract Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,90,Criminal Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,85,Criminal Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,74,Contract Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,76,Contract Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,89,Case Analysis,Education & Research,Office,Lawyer
Bachelor's,Law,72,Case Analysis,Education & Research,Office,Lawyer
Bachelor's,Law,85,Criminal Law,Education & Research,Fieldwork,Lawyer
Bachelor's,Law,98,Criminal Law,Education & Research,Fieldwork,Lawyer
Master's,MA/MSc Arts,74,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,79,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,83,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,70,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,70,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,73,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,98,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,86,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,70,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,76,Academic Writing,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,85,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,100,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,80,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,90,Academic Writing,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,91,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,96,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,89,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,77,Advanced Research,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,91,Policy Analysis,Education & Research,Office,Lawyer
Master's,MA/MSc Arts,91,Advanced Research,Education & Research,Office,Lawyer
Bachelor's,Education,65,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,87,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,70,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,100,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,89,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,79,Curriculum Design,Education & Research,Office,Teacher/Professor
Bachelor's,Education,84,Curriculum Design,Education & Research,Office,Teacher/Professor
Bachelor's,Education,73,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,66,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,74,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,69,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,83,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,85,Curriculum Design,Education & Research,Office,Teacher/Professor
Bachelor's,Education,81,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,90,Curriculum Design,Education & Research,Office,Teacher/Professor
Bachelor's,Education,80,Curriculum Design,Education & Research,Office,Teacher/Professor
Bachelor's,Education,100,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,70,Teaching,Education & Research,Office,Teacher/Professor
Bachelor's,Education,73,Communication,Education & Research,Office,Teacher/Professor
Bachelor's,Education,83,Curriculum Design,Education & Research,Office,Teacher/Professor
Master's,MS Medical,72,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,81,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,86,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,75,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,91,Public Health,Education & Research,Office,Teacher/Professor
Master's,MS Medical,94,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,83,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,71,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,93,Public Health,Education & Research,Office,Teacher/Professor
Master's,MS Medical,88,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,96,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,75,Public Health,Education & Research,Office,Teacher/Professor
Master's,MS Medical,68,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,69,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,79,Public Health,Education & Research,Office,Teacher/Professor
Master's,MS Medical,81,Research,Education & Research,Office,Teacher/Professor
Master's,MS Medical,76,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,69,Medical Writing,Education & Research,Office,Teacher/Professor
Master's,MS Medical,89,Public Health,Education & Research,Office,Teacher/Professor
Master's,MS Medical,90,Public Health,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,80,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,81,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,80,Teaching,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,65,Cultural Studies,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,73,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,83,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,81,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,96,Cultural Studies,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,82,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,67,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,81,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,80,Teaching,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,99,Cultural Studies,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,95,Teaching,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,73,Teaching,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,97,Teaching,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,81,Academic Writing,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,70,Cultural Studies,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,97,Cultural Studies,Education & Research,Office,Teacher/Professor
Master's,MA/MSc Arts,92,Teaching,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,66,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,72,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,68,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,73,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,92,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,81,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,68,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,69,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,96,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,90,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,88,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,66,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,78,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,68,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,98,Research,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,65,Advanced AI,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,97,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,81,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,66,Big Data,Education & Research,Office,Teacher/Professor
Master's,MS/MPhil CS,87,Research,Education & Research,Office,Teacher/Professor
Intermediate,Arts (Inter),84,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),100,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),85,Fine Arts,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),55,Media,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),62,Media,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),76,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),91,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),57,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),90,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),76,Media,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),95,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),80,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),73,Media,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),73,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),65,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),56,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),79,Graphic Design,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),66,Graphic Design,Arts & Media,Office,Graphic Designer
Intermediate,Arts (Inter),75,Media,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),78,Media,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,70,Fine Arts,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,83,Media Production,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,78,Fine Arts,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,66,Photography,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,85,Photography,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,100,Fine Arts,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,93,Media Production,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,87,Media Production,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,85,Photography,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,73,Photography,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,90,Media Production,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,65,Fine Arts,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,69,Photography,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,97,Graphic Design,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,66,Fine Arts,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,96,Media Production,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,95,Photography,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,88,Photography,Arts & Media,Remote,Graphic Designer
Bachelor's,Arts/Humanities,97,Photography,Arts & Media,Office,Graphic Designer
Bachelor's,Arts/Humanities,99,Media Production,Arts & Media,Remote,Graphic Designer
Intermediate,Arts (Inter),72,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),66,Communication,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),90,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),63,Communication,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),87,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),61,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),97,Communication,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),83,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),76,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),88,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),84,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),69,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),61,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),59,Communication,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),88,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),56,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),73,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),66,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),97,Urdu Literature,Arts & Media,Remote,Content Writer
Intermediate,Arts (Inter),97,Communication,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,85,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,76,Journalism,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,67,Content Writing,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,77,Journalism,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,79,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,94,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,78,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,56,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,86,Content Writing,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,87,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,82,Content Writing,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,63,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,78,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,88,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,82,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,85,Journalism,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,83,Content Writing,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,77,Journalism,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,56,Photography,Arts & Media,Remote,Content Writer
Bachelor's,Arts/Humanities,100,Content Writing,Arts & Media,Remote,Content Writer
Intermediate,Commerce (Inter),73,Accounting,Business,Office,Accountant
Intermediate,Commerce (Inter),86,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),73,Tally ERP,Business,Office,Accountant
Intermediate,Commerce (Inter),87,Accounting,Business,Office,Accountant
Intermediate,Commerce (Inter),69,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),86,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),67,Tally ERP,Business,Office,Accountant
Intermediate,Commerce (Inter),65,Tally ERP,Business,Office,Accountant
Intermediate,Commerce (Inter),91,Finance,Business,Office,Accountant
Intermediate,Commerce (Inter),100,Accounting,Business,Office,Accountant
Intermediate,Commerce (Inter),90,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),61,Tally ERP,Business,Office,Accountant
Intermediate,Commerce (Inter),69,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),95,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),94,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),91,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),80,MS Excel,Business,Office,Accountant
Intermediate,Commerce (Inter),66,Accounting,Business,Office,Accountant
Intermediate,Commerce (Inter),100,Tally ERP,Business,Office,Accountant
Intermediate,Commerce (Inter),73,Finance,Business,Office,Accountant
Bachelor's,Business/Commerce,98,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,70,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,63,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,77,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,95,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,88,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,84,Financial Analysis,Business,Office,Accountant
Bachelor's,Business/Commerce,75,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,64,Financial Analysis,Business,Office,Accountant
Bachelor's,Business/Commerce,76,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,60,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,72,Financial Analysis,Business,Office,Accountant
Bachelor's,Business/Commerce,78,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,60,Accounting,Business,Office,Accountant
Bachelor's,Business/Commerce,82,Financial Analysis,Business,Office,Accountant
Bachelor's,Business/Commerce,63,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,96,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,100,Supply Chain,Business,Office,Accountant
Bachelor's,Business/Commerce,84,Financial Analysis,Business,Office,Accountant
Bachelor's,Business/Commerce,97,Accounting,Business,Office,Accountant
Master's,MBA,71,Strategic Management,Business,Office,Accountant
Master's,MBA,77,Consulting,Business,Office,Accountant
Master's,MBA,100,Consulting,Business,Office,Accountant
Master's,MBA,90,Finance,Business,Office,Accountant
Master's,MBA,100,Finance,Business,Office,Accountant
Master's,MBA,90,Consulting,Business,Office,Accountant
Master's,MBA,91,Strategic Management,Business,Office,Accountant
Master's,MBA,89,Finance,Business,Office,Accountant
Master's,MBA,91,Consulting,Business,Office,Accountant
Master's,MBA,65,Consulting,Business,Office,Accountant
Master's,MBA,89,Finance,Business,Office,Accountant
Master's,MBA,65,Strategic Management,Business,Office,Accountant
Master's,MBA,76,Finance,Business,Office,Accountant
Master's,MBA,60,Consulting,Business,Office,Accountant
Master's,MBA,89,Finance,Business,Office,Accountant
Master's,MBA,61,Consulting,Business,Office,Accountant
Master's,MBA,82,Strategic Management,Business,Office,Accountant
Master's,MBA,75,Strategic Management,Business,Office,Accountant
Master's,MBA,98,Finance,Business,Office,Accountant
Master's,MBA,83,Strategic Management,Business,Office,Accountant
Matric,Science (Matric),61,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),71,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),59,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),74,Mathematics,Technology,Office,Software Engineer
Matric,Science (Matric),66,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),61,Mathematics,Technology,Office,Software Engineer
Matric,Science (Matric),66,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),58,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),71,Mathematics,Technology,Office,Software Engineer
Matric,Science (Matric),64,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),68,Mathematics,Technology,Office,Software Engineer
Matric,Science (Matric),53,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),60,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),59,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),65,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),64,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),71,Basic Computer,Technology,Office,Software Engineer
Matric,Science (Matric),74,Lab Skills,Technology,Office,Software Engineer
Matric,Science (Matric),50,Mathematics,Technology,Office,Software Engineer
Matric,Science (Matric),57,Basic Computer,Technology,Office,Software Engineer
Matric,Commerce (Matric),69,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),55,Basic Accounting,Business,Office,Accountant
Matric,Commerce (Matric),75,Math,Business,Office,Accountant
Matric,Commerce (Matric),75,Basic Accounting,Business,Office,Accountant
Matric,Commerce (Matric),66,Basic Accounting,Business,Office,Accountant
Matric,Commerce (Matric),50,Math,Business,Office,Accountant
Matric,Commerce (Matric),50,Basic Accounting,Business,Office,Accountant
Matric,Commerce (Matric),68,Math,Business,Office,Accountant
Matric,Commerce (Matric),50,Math,Business,Office,Accountant
Matric,Commerce (Matric),53,Math,Business,Office,Accountant
Matric,Commerce (Matric),68,Math,Business,Office,Accountant
Matric,Commerce (Matric),57,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),74,Math,Business,Office,Accountant
Matric,Commerce (Matric),57,Math,Business,Office,Accountant
Matric,Commerce (Matric),56,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),66,Basic Accounting,Business,Office,Accountant
Matric,Commerce (Matric),57,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),66,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),53,MS Office,Business,Office,Accountant
Matric,Commerce (Matric),63,Basic Accounting,Business,Office,Accountant
Matric,Arts (Matric),70,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),58,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),75,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),53,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),63,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),61,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),58,Drawing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),59,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),56,Drawing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),70,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),63,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),66,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),72,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),56,Drawing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),61,Drawing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),74,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),57,Creative Writing,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),61,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),51,Communication,Arts & Media,Remote,Content Writer
Matric,Arts (Matric),75,Communication,Arts & Media,Remote,Content Writer
